t_dat,customer_id,article_id,price,sales_channel_id
2020-01-28,b1ff0c1ecbf7214482adf7f3e2dcaab7b18a79325692ea9aad9fcb0c4fdfde7e,828287001,15.2372881355932,1
2020-01-02,5cff3d22a366f1626d54ab348573f45f99ef6da52d6d1767b8f67cb32f2793d2,807819001,16.9322033898305,1
2020-03-04,adeb38d1c654718e000e46513a5bd8e3a1a92da57cce000160cd5c491c158e25,730013004,42.3559322033898,2
2020-04-02,503fa85e41769d4c2cace27a17cd8c919594f5949fef46cf2a6ae6c053b7186c,685816008,8.45762711864407,2
2020-01-15,a7665a02781ce3b6cccb014bcdff38df4f5cb75d735b22ae6d20f27e807599ca,537116001,16.9322033898305,2
2020-02-03,3d34aa20da54f3fb1bb28e49ed69dd81f68dec3df0e5225dcade4e70538c9693,594987002,16.9322033898305,2
2020-02-28,b72736e9b558a6bfbf8f1007f455c57e53dd759fd2d91352990b61928b402287,826219001,25.4067796610169,2
2020-02-24,382f904f538a4ec6b62f47435727c71715ca2cf1d07f273f6014bb562e31138e,636505001,50.8305084745763,2
2020-01-12,215083354983a90e202c9a3290cf70a639d7ebe7f19ccfcd74333fb0f1c4ccd3,771259002,6.76271186440678,2
2020-01-30,019a26d3d0896af946b146cab7d605d6f3d477096622f0ba593b03bfd70fbd07,826498004,33.8813559322034,1
2020-01-14,8f3bcf86e060d885b8bc08bead9c5d2d78bdb23a3f70310b27458df28a59adf0,848307001,14.8474576271186,2
2020-01-10,37ad6fab8e960536122ff837413c2604ce47304d94d4b24d45993077b7d01eee,777628002,22.0169491525424,2
2020-01-31,bc22db42831f2531297658bc4561892216659d97b6d1b025d1456ace15adfd7e,819547002,40.7796610169492,1
2020-03-03,6a7c998186c0c4232f7e1b9af3c485df27fc5ab60be6fd4b936ed5024f18e083,658030011,50.8305084745763,1
2020-02-12,92ecca4ecb3dc879a95e68f8dc1f9a8f3c0b531d3e390e14f447ca384ba4f4b0,764345003,6.08474576271186,1
2020-02-08,06dbbcb51023b53c3462079334259925f1bdf39d06a83851b342e9242c470cbc,523489013,2.69491525423729,1
2020-02-09,0f0f8e0264a90234fb8c61355d0b45002ee283718537d2ce9310d342b0b8d364,863620007,15.2372881355932,2
2020-02-04,97bf8ef278c60a2f832d659f4fdcd28fe64d0594d454478982a4bfb27948516e,568601038,50.8305084745763,1
2020-02-03,2b7718379325caf6bba1c2690dc81735b9d22913c61e0571bcc430ee587f4beb,704756001,33.8813559322034,2
2020-03-07,955a4c7113da3274192ff084192066cc66702689484b7c434006fde0fcc60c15,759871002,6.76271186440678,1
2020-04-01,unknown,759465001,11.8474576271186,2
2020-02-02,e0cae3467c8dc3b7925f0c49752a4558fc0aa858c26f0958ea6f32768334b63a,802023005,25.4067796610169,2
2020-01-13,37f318f41aba92bba01f81ab27fd92aa752aa128dad86829f099b773b2413fd7,746330004,42.3559322033898,2
2020-03-20,dd72f66c66abbdca8158121fad6729c9408123528cd36c227bb13c7c905f88a7,678942036,16.9322033898305,2
2020-03-12,f390908fca715a0b3587a6fe54a16cf9faf838eed14e2f22dcce2f014f1d198d,156231001,5.64406779661017,1
2020-03-28,c7903dc4d01c7ab2da1c1bb16b33cd8c9d60996dc52aa3ff930c9e9f85c6c262,819113007,30.4915254237288,2
2020-02-29,2d2d2bb8b66fd6e48f3629ae309cc67157d05dcd527a9d112d275c6ccc009736,837255001,13.5423728813559,1
2020-01-04,30dd5ca6604e7de4219dda74c2ca809620120985bb0a4b8874b34a84a04f6a94,739347003,15.2372881355932,1
2020-03-12,44e6dff66529cab0c9ae6918f2a8de4c2f5b2f998bbbe33fd1604fec3a4ade23,801512004,42.3559322033898,2
2020-03-25,02e56adc1606212412f1e68b62a7f5ce014ab6453beac9df4a8ed6558b67966a,849711004,22.0169491525424,2
2020-03-03,3b59f4ea85afb3500acb5cb96a294fea9675fc8647dbc161a83f2fb9952224b3,772785005,50.8305084745763,2
2020-02-01,602e0074f6794e32357b28bf017598b9cfbeed03f4e38d38b7fd4173a513b058,836327003,41.7966101694915,2
2020-01-06,20d73f7b3d3e53b1360229266c6ee3f8b241b4c675a477fd703a6fb8f9814d36,809961001,33.8813559322034,2
2020-03-09,a0c8aa8a8632b81e5b2f4a14a1984ee6f3c2364fef96428d26cebcd25b367bcc,854338009,25.4067796610169,2
2020-01-29,c80e6d4313f9246f8b1843ad7ab56feb5c2ca0ee6c8601c52579da216adb7f0e,253448001,25.4067796610169,2
2020-01-07,5b87a355cac535bf5dcf9150dd2b5bfb5bfa8f378e46d42c56888e60769c8d1c,573085044,33.8813559322034,2
2020-03-11,f9d2951107c9a0022e9b01d56f6b3785e19d112238442e1298a6d68634faae6e,636585006,6.08474576271186,1
2020-02-17,e6498c7514c61d3c24669f49753dc83fdff3ec1ba13902dd9184c959d8f0b249,796543001,34.4915254237288,2
2020-01-05,fc2f3d9c1d702113dba8cd65756ffe88dfb06e922761087ace78b9f9878cd5d3,564334005,25.4067796610169,2
2020-02-29,0f44e6da8ef6f65a1cbb7b3ce45b8dd96cb81b26115362e39f8ed8885642a553,818024004,25.4067796610169,1
2020-04-01,unknown,594922001,15.2372881355932,2
2020-01-24,630ee028f9ba8d95c239333bcc2ae3944c6dc704e9a557c2a5c8a83771b0d67b,712216010,13.5423728813559,2
2020-03-29,2f3046d1aa21a38a690c83b7df389f4f601e142e958b04336ca5715d4986c976,559616006,16.9322033898305,2
2020-03-11,227d550948e974baae24999a2edd912da0d3ba9e1e553d45241e0d604d6c814d,751471021,33.8813559322034,1
2020-02-21,067858d74dba6cf31d4f28f8753f4e026b65d4884a22715a35bcf7924f58dbf8,730683041,42.3559322033898,2
2020-01-03,6969ed6919f06845cdafdf9675b762bf69946aa2817d3fa99657096591b0ce6e,746775005,5.10169491525424,1
2020-01-04,e7caf5e52a3b7e0ee785dede34d6035895e2d4cab51da0b7078fe5ce546d8024,495685001,63.8474576271186,1
2020-03-02,ca4b4ba2c2642bcd9e193addcd07da50070193f68d26100de188efad763d6764,464297007,13.5423728813559,1
2020-01-04,ca92a11a13c5504f285b4eb14a3819b04a3d902ef4445801a02a60db06fd2673,731608002,8.45762711864407,2
2020-02-28,6a73ddf129302dec72c1bf2e9ec5d5514127e50870e76df4437c3e67c6bb7cb4,663396001,50.8305084745763,1
2020-01-21,a1013d9106e6411258bae763b9107024770da3657744059ce222c8f338512e06,782555003,13.5423728813559,2
2020-01-15,5a42ba21ddd0369a9045c9c2f68b6aab4d15a23edfb082ede404fe0f28189929,806269004,16.9322033898305,1
2020-02-17,29f04ae4baf6eecf3d0da4e021a76248d5ccd9cc9955be1f070706c6c60e3d63,852513004,84.7288135593221,2
2020-02-17,803a4df6a518f4409c4465b115f551854e362b25c6be484c34a43f42d78a7d38,457466002,16.9322033898305,1
2020-02-14,6f49105ca99beea56f5fc4efd53578d9c88e8771192a559d1b2c3880f82d6404,160442007,13.5423728813559,1
2020-02-04,29bd67f295757ade6e628ad958022d104f1139b959c950517569a1108403fa27,461327007,47.4406779661017,2
2020-03-23,7e0ff0f2470be797fce8a3c70326a43989c375a7ce1cbe4d2cfe2a5c7858da2b,536139054,16.9322033898305,2
2020-02-07,21d53c0c052c3fbffb6942bc0f88fb4df50d89ba0a9565e8ec5a5ed351b8ef56,678086002,13.5423728813559,2
2020-01-03,55b4916d32a641e3626a4da567bead084c62ca4ab97d5863a17f6248a1a96f48,623115001,30.4915254237288,2
2020-01-07,dc3fc88efda40586c6c5b7ac91ab5a6fbf868216e035ae8d09bda4a46d6efce7,695632006,33.8813559322034,2
2020-03-20,3dba46cda4c95658a18f6ba87ec8fe06bfcce4cd0a2f7494e3e8e0d5b398ed4e,706016002,33.8813559322034,2
2020-03-06,389e2faccf532493941928967e345afa153f983c8121838d1944a871ccc9daaa,557994014,30.4915254237288,2
2020-01-01,e313589c1b91736b4d2ef92aa8abd164480cc4a3d19c2d4ba86b71b9cee00cd8,599502001,25.4067796610169,2
2020-01-13,32cf7eaa327e0db594ea10b02db6615738ad579b06c6db4b29adc0d0e59dc80a,757303012,30.4915254237288,1
2020-02-02,4f6df0521740372ddd4eb536d719b78beb7e001f5357715591a08dde1e9d4191,399223001,28.7966101694915,1
2020-02-13,84e682bf80c6044de0e65fff4caf2dfec122b30b687504e08282b520f154aa7f,738133007,6.76271186440678,2
2020-01-07,cfb2e0fcf7fd83db93d2e80c65a88334d487640eaee7496e3fe6e5bdd593c774,799417004,30.4915254237288,2
2020-02-19,57fe4fe2181fc1ea2506595fc4ead6a025cdd898f518879a6bca519e4783cdda,821115002,28.9661016949153,2
2020-03-11,b1448e669e2b5455df2e11d918382c8b476b95665e7024494d54c4b06f6dd364,838729002,25.4067796610169,1
2020-03-12,89d381c06c57a6c6a2845486f6b7918834b3e4067ceb9a2e2f915de40849b65c,537116012,16.9322033898305,2
2020-03-25,b7de3d16b9116e5d4a6c77b936f5b90caf685bc0d59cbf8f0df43b603e103e14,783346017,25.4067796610169,2
2020-02-04,55e4b6fa9574e57f15f5862362805644b59070b36118c9706a93616e38be114f,148033001,13.5423728813559,2
2020-01-01,c3f1f9c468b684fd50a07f2c62bb20f3bd7b85bd0540d03a0756e88be5b28cb1,559633018,39.6440677966102,2
2020-03-14,d0878ca13db6442e0707369a85c78089d5420ee47ad73f510c836b8874990d4f,847673002,33.8813559322034,1
2020-03-30,17ea00ba6cc3dc1b40e811d02cfef964bddca6c20d9c96e58c71f47572171ebd,870293001,25.4067796610169,2
2020-02-14,a7622291487d9420178bf7d4a0998d5dac23495ff32d72775303892493683d74,831434001,45.7457627118644,2
2020-01-31,917492bfb4879a448318b059a78d4943d7846a67e9420ac9ca9167e08c954fa2,620573008,16.9322033898305,2
2020-03-22,6e233f3f8f46259ae04aa22a65c9d6e75f77bc6c5f0fb2300a5ba2b6f00ff53d,796210001,25.4067796610169,2
2020-01-07,be354dcd0c069d95e18ee74df0b45f588da8e7ee1c2a6c9cd9cf9bf864b3367d,842678001,22.0169491525424,2
2020-01-14,3652d848b3ed87ee3d4a204b51201d06517a3ee5284789c8a7262b510e9a9dd9,708175002,5.06779661016949,1
2020-02-14,918c69555ac2c7dcb788192bc4f0f590c7d2d1d4be3b590c98e4d6ef50cdcf32,749974001,20.6101694915254,1
2020-02-11,cbd047864b47f68d5f688a98ec009634db54b29d16a5a623252ccb352900a5f7,854043006,30.4915254237288,2
2020-02-21,6938cf8fae02f8686ed6c8790f59eaecba18d2137b28f9833b6e575b98f8d680,707269001,27.2881355932203,2
2020-02-27,89a8cf03e7158d76ea8be01af3841b7ab762830b7ce823183aa67abef1ea11e7,848681001,38.1186440677966,2
2020-01-15,8ada55949101df936aa76f4f14c6d322d3f60694d226b35f9ddccb95ad0fd9de,568601006,50.8305084745763,2
2020-01-03,b89d42e7e6ead783ebd11905dc03cca2db9b0a5191958bee3a006b8ed9a66763,811907001,25.4067796610169,1
2020-02-24,cf00d29c22329e1e700460e1269208eb57d646ba87a29c7f3513dc9c3c0171ed,763544004,42.3559322033898,2
2020-01-22,52a547535b48bc4200c279986304fd73a7188d45b43e04b1c6945a9a0f34af9e,399223001,30.4915254237288,2
2020-03-30,73da5f816ca43dc0322bdc64a6639035a5069e235b1be2e605b19693850891f1,793104001,16.9322033898305,2
2020-03-27,997a3906c5bd7161c278847d22cd40d35ef0f8a8018e170a7126b1c9facf8f3b,879065001,16.5084745762712,2
2020-01-02,19d1b5efbc86ff3aec57ff39d3fe4b558de1117e027dddb24e5f9b191aadce07,761221002,30.4915254237288,1
2020-02-28,bbc91e4722e1120d799d29f69c1b0f91aae7fd5c7953bbecd233a08791dfdf5c,764500003,7.88135593220339,1
2020-02-15,5f5d7986a11d1e83a80f4a0c7e124728702efe126ae8e64db6eaaac5fa19c3ad,810419002,16.9322033898305,1
2020-03-25,ef2630f35d2550cab218524e2370981efb19f7543597d26e4d1551fb03d08219,799421001,16.9322033898305,2
2020-04-01,unknown,706837006,41.4237288135593,2
2020-02-09,f9a2f5c6b93173479e9bdfddfcf55857409af269548e464d807efbb76c3a5209,649507006,36.3389830508475,2
2020-03-05,83f52917daaac48d6b6c6345be28a7dbc75858db5015385a9b218faebc3f7d32,810557001,25.4067796610169,2
2020-01-30,7a1e551d59afd20ee03061183d4a24c30a6dd9252810245d54d693a78f5ccac1,399087028,22.0169491525424,2
2020-01-24,08d8b36d994972b0c534a165d3a01a2ae7f2430f42cd84dedf3dff793e1a7d83,814238002,22.0169491525424,2
2020-01-02,8ca4042cb8ea3e05e5f1e1958fa8a1f563fe8d61c396344d4412fc26e41d0e6f,748140001,15.2372881355932,2
2020-04-02,60040e10b5b4b2efec31a690ad26dfd5cc08abee5a7ac90b6dc2b5030f320a4e,179123001,16.9322033898305,2
2020-02-29,67c4c53f73c30d54145449e5990938476acb7d4322bbe71621570b9038a1800d,821148001,25.4067796610169,2
2020-01-08,94db9919a2e4c33520201db7bcaf5fbfe08da4592d2f67211e7a43d25372fd8b,719655009,8.45762711864407,1
2020-02-08,e4cf9bcfb227986710df86dd3dd9300c82d0ebb10dfc21b7ab286e9a66e51eed,720504002,31.9491525423729,1
2020-01-28,6d0b9ab5b4eb5f5212cdf4bfd3d5094802f8846bce018262f5ccb8cf8364a473,790368002,10.1525423728814,1
2020-03-31,cac9472e42b29ef7d609b1cc089beebbcb732d4fd7c4bc8d2ebc92d567c78b7b,836284001,22.0169491525424,2
2020-03-02,35468fb0a1a7b04a7729a10689f0af8ef5526018a465cb5b22ac0b45a651d689,849938001,38.1186440677966,2
2020-01-07,8707364c6a4a77333089fde4969055f7694174148cb28638c3aa6ef8c9d0f00d,607031001,11.8474576271186,2
2020-02-29,c56fa0705e098e6a5fbf96b506de4b473f2bdd3723c86e6134378058799d5f5e,377277001,7.61016949152542,2
2020-01-18,1b3d620236233a6f398e21b9c2c2cff4b432b36d37a2cfc77b4fa0603dc61937,179950001,25.4067796610169,1
2020-03-17,c23f41402032c8ee287b8ba40968a32a76b8a2d418499d5e23b549867bad3c89,829643003,42.3559322033898,2
2020-02-01,428cda89dc07a8fefc7d77ae42f211ba03888db5859e03edddedd7538cc5605d,570003002,13.5423728813559,1
2020-02-19,dc7d17419b4775a0079c540e1bdaf8f81d65f7f83c40da67ef5e2b5af9669d73,316441024,16.9322033898305,1
2020-01-16,02fe51d2ab2e9a63e61f7c88aa3d8cd24598527977944a430a451179f86addc4,682550001,33.8813559322034,2
2020-01-07,0c210f0005d76e63ea31dd940f79b9e89d4a255f75f66819cf53e18117d06f99,537116012,16.9322033898305,1
2020-03-12,be26d88ea3c2a9b2ce48cfc67766f0c7ee8cd84e8663107578cbcf05e6370294,825708002,59.3050847457627,2
2020-01-10,7b4eabd651faadc8b71c478c439c43cab846cebf2c20dd0fee8ea7bdc343827c,822180003,42.3559322033898,1
2020-02-11,3f1b51632dec6f08e5cdf06b06676d30160e851252a407f5f14a2c937fbc77d6,554479001,24.1864406779661,2
2020-01-18,1765b886d67849ea68a2344f3fad669c40238d58e38370ea55875f82b17ad885,781833008,8.13559322033898,2
2020-02-04,e17e41d46abc8365fe297f5cbba163fde6c3ba04d0a8c09ad3935fe3d30003d7,849255001,50.8305084745763,2
2020-02-28,96185a759780e8c4a3160c4c0d1f1f65bbf82fa847c6c7f3399f668d392b9ab0,736530001,22.864406779661,2
2020-02-11,5dba30d74f857cea2b37a049a03cc8bcd54e1c293187ea812f6cf18eea5d9e14,731146001,22.864406779661,2
2020-01-31,283adf5160dfbcf1cf47ebbed094b41c54cfa29c84af067d0f3a262c6179750c,715786004,16.9322033898305,1
2020-02-18,592027e389deacc51d3b47151ef892aeb62de483e5444b3ba0d60022a9f76285,882840002,33.8813559322034,2
2020-01-30,9c7e3d9d5bc2a3f19e0b2bd207cfb7610153c65e51b937e0425722ad9f882f94,810825002,25.4067796610169,2
2020-02-21,1f746f49dce6e19240287e0d74af424c13ee2e54afda9038217bbd4b5ff7d5c8,856732001,17.135593220339,2
2020-01-24,1f067f56e504ee671e91f50155ec021a952875e873ad933def34e5620da188ab,815851001,67.7796610169492,1
2020-03-04,675d65508e4266897735fc2f45d48a44dee58d92c6f1b742c19a3e16c72478d7,785027001,21.3559322033898,2
2020-01-08,0b18f64d326e52a8a913c3c2fc6a3e386b59d7b3eb9d362d930fdf47e0b24eb0,753737015,42.3559322033898,2
2020-03-22,c095e16998d73b9d87edb4b8d64ffd12e7822f7d3f3f7872ade670cc551d9412,456163064,16.8305084745763,2
2020-03-31,96ed0c62802f504dfd00430ddce2f9cc0658d43925185cda3e314be1412734e8,751471034,33.8813559322034,2
2020-02-18,bc608cb951be142c8b1ead867c545773682b4352d58cd1234cf7bfe1100e7fe0,858671003,22.0169491525424,1
2020-02-11,d4065da0c3752f83e4f4b562b0a5452abc7689873130a02825eec66cfd2958bd,739362001,29.2881355932203,1
2020-03-07,93b1475d0b611f678d48e91ddba56c7e3f02f2d742506efa34e9345da5f9a535,675070013,16.9322033898305,2
2020-03-26,72dd511dac0710e343e55c8bdccebeaf64659061fd3534764f1081d0839f7aa7,824254001,50.8305084745763,2
2020-02-04,c98574d6700f5f73152d4508b7f6b0c4853114b2dfa5740c2559e06bd6a83bb9,732429004,58.4237288135593,2
2020-01-21,7f7086d27c4e3b3b45a139bbed29405c8ebdd70e9e9780862f9e7800a58dbdd5,768921001,13.5423728813559,1
2020-03-07,8569e624a936b3ba8c111e177b8e384fc806d5130271a23a7247f42528174978,866383001,25.4067796610169,1
2020-02-27,ef871ae6a32893352745220834ee1052c49908174d3094a4c9dd05745c309531,767273001,42.3559322033898,2
2020-01-26,c7ded0718ac7a7e5a3a2e2cbe08a00d50847eb4baa733b1ea84b4c7468c02e3d,806243006,12.1864406779661,2
2020-02-13,7971dc6cf1496868c7217a1a93d29cc5fc65e99d913e354d04ea405cd415cff1,805772002,10.6610169491525,2
2020-03-07,a3c0762d2f426381b958df98fb0020a0d0814de8fc9df63c39a8f8756bd06c7a,810169001,50.8305084745763,2
2020-03-17,6bdfa7301b492ed88163342f5b7845e60acf424ea7df38b2566384d80e0a3bdd,579541077,16.9322033898305,2
2020-03-16,b5e965befeeeca8f25fb6c0613713342de234b84a2dcb2c6ce64a5341e9caea2,798579009,33.8813559322034,2
2020-03-14,0dc45b3b5564e7318e18b11ffb70524bfb508f88204a96f6c63ce7eb72af404b,399256036,15.2372881355932,1
2020-03-18,241e980bd7f79e175e39fa0edcec64d542360d5f368a56ad2af1c2f31188d8a4,852772003,25.4067796610169,2
2020-03-14,4db7a31a360db29e69ee842b1bc4b4fdb14ffd522e75161fd6ec38d5f8ad60b9,822311003,13.5423728813559,2
2020-02-17,bb78b17c1aececa60b234c564235278db75ab550ea91e6075091663b6dd46279,821397001,21.728813559322,2
2020-01-04,7925b5b145fda4e2eb6e3899ff997ee48a384a6453dc8181d0341a3c625388cb,807055002,59.3050847457627,2
2020-02-03,fcf03c3291237e7639e2566ad9d07f4cbe1472ed26e183ef7238a5c817082bb7,570900001,30.4915254237288,2
2020-03-13,24195de231d10ca4d2b46f28b816448979f125a896aba1e0b7ec0540dbd20c2d,826500007,22.0169491525424,2
2020-01-23,e14791dacda77c1d22795737ad98bf6dad0409a9187ffa557d055ca1e608e472,769814007,33.8813559322034,2
2020-03-09,e84f9c49a07a5ab6dcce9544d5e39190577c2d8353d4125dfc8709baf4e1b0dd,717773003,13.5423728813559,1
2020-03-23,8cf1d09cacd490424c4e85312258f61dc9fc95e5bf31bca47f00ebd733e2172d,887659002,7.1864406779661,2
2020-03-12,aae5173689f1862f9d10cadf8eda0e0dd2ca8024146ee2bcc3a7ca0f736db84d,761680007,15.2372881355932,2
2020-04-01,unknown,778064026,8.45762711864407,2
2020-02-29,c246d3fc9df77c4fd6c6337f46553d01dc623018c2c9356fb616e69a7902c450,708311001,50.8305084745763,2
2020-04-02,5a7bf95f643ed341e6607df0e23caa6fff63082f84e0ecd9af8ec8cb0db9835e,603145015,16.9322033898305,2
2020-02-27,ef18565879549610d092ea1f1cd2ca8122f1f33896ec6779c2a3e4f7649499eb,841182003,16.9322033898305,1
2020-01-04,ba3b87d00be719d8f06ce18aad2c328ba04b0009d434fbee03e0e31700a36353,815264002,22.864406779661,2
2020-01-18,d6559bf4bfdddc38d03de5fd97463283c70238c154325aded979f8dc6efd6fb3,866383001,24.1016949152542,2
2020-01-03,334754f849737fbc0e1cdb68daa6eea736b023554bd4ed873ab3432395a69b22,789326001,17.8305084745763,2
2020-01-27,9b5af84c1df7335fe1c41b2272db784c349501424e0206b2edee7861f9bfcb16,754404006,25.4067796610169,2
