customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code
004078aa9f69efb374e0d5faa1e79e5b95c20fb66965528731815208a79db88b,1.0,1.0,ACTIVE,Regularly,53,b712017ccdb2a0a00a81e94fcb78eaffefbef0393c6b7a1b94b09445c65c8771
00456481b8bebf5bc8fd27c6f65f88ee5ff37d06892cb9def9fa894698f53668,,,ACTIVE,NONE,23,2ab8cab6adb7fb0d7c588690ab5a58721902276067202cf870cf8113d43fecfc
0046796dfd16faf2d1757ee313a161dc6e6c72b7700fdcfdc857c654e89d4051,1.0,1.0,ACTIVE,Regularly,62,c84f9e9e16fead4aaaed7f28dcebe41db4dac71cd448bb0e0a784de09318f12d
004aefcffd63b1fdb0bc2024f305323bb272daa2b085499d55065175b78f1824,1.0,1.0,ACTIVE,Regularly,53,829f83dbe29503107425fe20c9f563b58d54b48f386ec7b91b2f4e89612af6bd
004c0dd22ce58db08331bee0c2833ba0b1cf9de4d6a2bd7ac6c187a6e53c6687,1.0,1.0,ACTIVE,Regularly,38,ab6e0e6d41d20914a729ed8f0f1189b3a8bd1d41abb972621363330d4ae8e395
004c8d3cde66bb816ab537b90526ff1611693db54a106e8a7c6acb2d8da83a11,1.0,1.0,ACTIVE,Regularly,50,a189fdfff1a9f12d755f4013e46eac8dd8774b0640f19f5c2ed65f77b50ac8e4
0057e214720f3ed438fbfe484df060dc017d7a58386beb2a32dbc2d8fde8dfc9,1.0,1.0,ACTIVE,Regularly,23,53a72a4325c8a74fb5ed630312a51bf1cf871642e54bf7da183391caa267aa90
005ddabf9bc77f963ba39fa3c577b8902ae77558bd0ea26462ffdd6f57f09b83,,,ACTIVE,NONE,30,cd5faecd533f225c4624aa78425ad72f0d90c4a46d39e17b7d2f809129cbc8f2
005ddc3c56254f7f6536a5af812995415bc8e5ff067c1b3e371cd9950b4f76ea,,,ACTIVE,NONE,59,2a163a924f9e2c408a293e7996e3de96a5badd7732a073f451e85802bad5e7f5
005feedf22ee410b2c889704b6011f9e4e471fae6b5aa6d9ed821b81287d5451,,,ACTIVE,NONE,30,ba8b9d9a43b6d268e19629b59f382b023032faffbca07986059907be2e5e9361
0060a027c2c6bc5f5682919512172c640197641aadaec5840150221c9cfb9b13,1.0,1.0,ACTIVE,Regularly,26,ff7112cef7c40c933c0ae25a007d84dc6189daabde755a7e64258d8020c7a425
00698b1dcec7461796847c98657848785eb0baa94c6f65d32bb259e0667f153d,,,ACTIVE,NONE,41,d327f3bb4261e687cc2395f2e6696d1bbc3cbe513cdcfff2ced6d082ee4140ca
006a9ca03c41ae1a3bad232da1337fc5b49637c97ccb746588ea99e2b6874fa9,1.0,1.0,ACTIVE,Regularly,48,197a1527078c03c7fd7d353b3abebf1e5afc98224b2d9e37c17429b4c324f768
00831119f6a9ca1e451df16e7dc3dabcf96e2c2f48d6fb3c615154a0784ec355,,,ACTIVE,NONE,54,279c2d29181d1d09a4254b8b6e2cf0bd9f60bc563bc604f41ceaf0b982ee830c
00843164aa7d646197803a6fd8e60921133298757d45f48aa05055d7c2f9339b,,,ACTIVE,NONE,36,31d7832fd233aefe0ff9632cc19b1a77c87aa2f8ecfecb2684075d37b9b8222a
008997ffbc4cdb3a41572eb25b2cc918666a6f2a13f3940f196a0160773c8492,,,ACTIVE,NONE,21,5efd1a6fee5f8f6af4fd7b70010642a2f0f9a12769d6ce73214d9275ff359a82
0091578718c87664e228ce0017cdece8fc81cbc0f6ecab1a57e8500130650e9a,,,ACTIVE,NONE,23,744e5f2841a16dfea746c4898ac76ab5b4c1b1e46836f0709ac3a8eecd6c85c6
009403366ba00acca319f4fd5c4c135d8c365576f0a3cae9d43a0e8d48dae929,,,ACTIVE,NONE,22,07dd537b3e2f83d93fdc6139e450bcc4e36f612f9abd7aea0f614e1a5e694ee0
009e777f9094554f5081a7a483f535adbf58366e19ab43fda89005cc60899fca,,,ACTIVE,NONE,35,7860d4dc9fbf66fc9a1015ebdbd30d7f34285acf252467d7d7f2b1d53e9c6965
00b3c83ad65e714040d4b1cb713eae7e56cd7b6ea14698347f159944badd5a38,1.0,1.0,ACTIVE,Regularly,22,0a540444a3a9613c0b3aacb5abb2810ea1e6204e7254224416c3aaa22d6aa79a
00b95195a8aa6b40792a8922b2d0fbebe0a9d2a84d9b10215fb1c562ecad8fc8,,,ACTIVE,NONE,23,3097a72b876f28fc41ea51af8e70da197b1244a832cb13b9534fbb88cea654c9
00bf0105c8e7907542f29b22bb0c1c6a27de9cdf10ad9afdf57fc4ad11a2b0a5,1.0,1.0,ACTIVE,Regularly,34,168e425e8ad16829a7b92287d2c76cded90a9c8d69f90d64a95c219629f64048
00c160fd797be9c52491373b16ec194d4edb129c57266e85e65bb9814a25490d,1.0,1.0,ACTIVE,Regularly,24,ff00631c6ec7b0902cbcfde3e49dcd986efc2e3e20745b0bca2fc0caf602e84a
00c4c3836ad2af08bc166eb7da42ea41d2d31cc9d429bd0c613c36604debbbe4,1.0,1.0,ACTIVE,Regularly,40,c9a12f3c47f1e488f1bf72cd0c8c27459cfa112ac2ef2f495f2af00d247a2095
00c702ddfface1375708e409f162b8a784cb8d586c95743d4bda9c29d087c641,,,ACTIVE,NONE,61,79e557afb3a6dbd02a9f5276e60d1c7ecbecc98503533535fdd3beb8c6de8a75
00ce2da7f87dbcc49a3c988ae138d54bc058307290fb44e7caa2f3a664775965,,,ACTIVE,NONE,52,2dc341393d5951c0a7b7a218bafc930dfbb57aab3c72816bc348d35387ffd219
00d0fdcb0d80ebafc69c53bae15496693557fde663ba3495eecb9bb366df39dd,,,ACTIVE,NONE,26,8fa254c98e33d24a66dff29c647091d84e267267bde305cbb329ba3868865206
00ef180cf048b1677ffb36563add4bb5758183f1d66346ea03bf0ea217425b76,,,ACTIVE,NONE,49,b165248495d5222c800280d438a84b42b10a8db776ddba7cc734554b7215e100
00efc6d28faa17693424d23fd4e259c371a2a93d7d93b1ebcb0a53a14bc806cd,1.0,1.0,ACTIVE,Regularly,61,3d8f3bfe461a8350af2d7a1250717ead078ce1ba51adbca5d7ca4f08ff7dc362
00f5878b7a5f3140eff4ae2c772a2e3c38032dcc12a3516c9d4a7da691413cc2,,,ACTIVE,NONE,20,3432631a5dbbe13ba514ce355e2292c99cfccb6c4fdc3f8a4775030c41739abf
00fbd53d38baf7f85fbd569b7535ab3b2ec7a3bcc51b5e33dfdb21ce445a0754,,,ACTIVE,NONE,30,c4422cbdb1beb7199913594ae5132231f226cd7c09a854fee27c0a326126ddb6
00fe8fb9b5a49ed8c38699c1860847c266f288da271b1c718f0179ac026080e4,1.0,1.0,ACTIVE,Regularly,39,0d5d9222f0869486c6cc8517f4fae5460c031cbd3a4117955c914508bec0bd49
01033092c1048adae5b64a588f49d75ff895942a17030b2f89e646137085deab,1.0,1.0,ACTIVE,Regularly,57,89d8a7937597170bee6fb0dcebd95026abf80963acacb548e5ac1f73f6bb3df2
0103696be493489481197df22242510465d2dfb8e34a8313c0628e0c5a7a6468,1.0,1.0,ACTIVE,Regularly,45,4042864e4744c8cd96b5e4d7febf3c560eb7a38b147f6420a9c970c6affdc2ed
0105db8100a2401ba4a4306f06f003feff4bf96b9c621023800a03e4b7c77dfd,,,ACTIVE,NONE,60,d9c50e2bf6e780c7a99bc0c09fe5af5b706c1eab4171ebbb0007cda804e4eca2
011152c11d38f214f2f2de6bf542a4cf75b19f36b8f914f5665b5c065889567d,1.0,1.0,ACTIVE,Regularly,50,6327bdccb03d45e33f00227e744acaa9885d857551eb3b91db3b4ec3461c1693
0117a5f45b801e3fc8448697157e56c3d9d5ba39aeb25a5e81dad4204e0642fd,,,ACTIVE,NONE,28,fffc9006cc05f00b70efb2ab8b1d787619a46100a985e3e53a80f9ab8daae53b
011b25394c84ba57e7fd5ee1bf60126b23057e65b8d96b3397ecf15f6fe52c3c,,,ACTIVE,NONE,37,62f1b5e69f96b9e9f64b34e121ebe1ad0f82bc8073956f9b90c77d34e32704c0
012f043391ee21e358bbfcb43161f12f6cab0177280027ebcc8ccf998a5dce8a,,,ACTIVE,NONE,22,9d61593efddf804fc9b99ae030681919b0c3493a2337fe3684ac1c3f3e3c8260
012f09c55044b1021523fadb21d9f3d3561121b8e62ac50c5d9fecd6231b13e3,1.0,1.0,ACTIVE,Regularly,51,2c4b1fcf1a36f3a3691c27ef02209b775bb004ffabdafad9b9bbcd67de2d1d2d
01343722529be320bc0955acc1b7c40322e5f801c6b8e035070037ed3e64d779,1.0,1.0,ACTIVE,Regularly,29,92d5ac954048b8a9d119164dce74a57248eb202f3e33f4e4532bb18d681b5b56
01372c6dc02ce37839b427a41a44a49272c9a19c064b0923cc3530d797f11e07,1.0,1.0,ACTIVE,Regularly,30,4488b11b06e8326f6fb3617ad2b84500e10f921d597e3e98cf77be2fdf908b1a
013f00f9e218549246a3aa82b3f3a0c22a693bc25fa73549034786aafca712e5,,,ACTIVE,NONE,25,beef07c4a7cee908c987e8850818d787ef8f7ea3e619893a0e685f01eda38cb0
0145203b9e91548f8e9f11524f16e476bba6e7441bff885cb7813066c8504bf4,,,ACTIVE,NONE,25,8c71a1e73d8cb905214c10647da479e2114545cc049d488a9e721bd36bf0a57e
014c49684e32237321bc10aed8feb04a7259d079c4cd891b845a1163ca6d4a6e,,,ACTIVE,NONE,63,d24d8aac655ce46e9e128aad218a2a011db10acd383f1048d10e558ead75a6da
014c5620220818d9563dba8876f8955ed1b6db43cef44ff8dd74b17e1f2594c6,,,ACTIVE,NONE,44,19d6ef22f1046ec63ba8bc73652e5584b267fb1b71b3ccec84b64ee78e00d66d
0165d30eb08433341a290de69ba5ff3cac92b3afed5c51766e0b916a0b3accb4,,,ACTIVE,NONE,27,45d98b66600d5f29a5835679f018f9dc4b87ba3dde5a7fdafcf0eb7307fd0ba7
016636426ec67208bfa3570e5629244f8745bbcec820b0e247e9a34d2a9c6f54,,,ACTIVE,NONE,22,5a9ea26d52d77b092373ea9b56265f8cedce1d762560167cc442af6f89013dbe
0169a29a6086bffdf76b48aa0d3e513cc5efec68559404ace2f8920eb94d44fa,,,ACTIVE,NONE,26,bbe218857b561cb74b554797d1937aef054abdc689d8ddfefee523322501584e
017b3faff002743011160172d584275775dff516dd00d45c1e9ae18271380c70,,,ACTIVE,NONE,25,b2042f776175a97405a64dcd9ba2f5f0a8563285dd7cc0037f46d57a682ca55c
0185c1708b9c220be98c7a99fe2fc1a77bdfedb646bbe001817013e7fe303f1b,1.0,1.0,ACTIVE,Regularly,24,04a1f4ae3f65f4893b668bbd64ca85dec37368d868f55334c92cd8daca1ad01b
018753122d63bd8d03106378b2e0855fa2dc87a4639168d186df7c19b8c3d31c,1.0,1.0,ACTIVE,Regularly,47,2bb599eb28cb738fc2a98144972ec853e60d883aff02154106e912850a6c715d
018c6a69568faa9ccf92c6952a774e8f1141fc0c81839a9307a502dbc12f4231,1.0,1.0,ACTIVE,Regularly,62,b29c2bede77a18091670498c11643edfd387b7316f1fbe15b032ab08ce4ba00b
019841f5cdfcb8cffa470612d2ceb690d2b5374e728657edb8e437efcd43a000,,,ACTIVE,NONE,34,6d9b74ba6eecf3d320f913be423a417a6588e0e400a20b46e1ea31762d852678
019a26d3d0896af946b146cab7d605d6f3d477096622f0ba593b03bfd70fbd07,,,ACTIVE,NONE,20,c0614ef8112ac002b9779e842aa9afe9fff3dd10a68a13c33971c4aa2607049b
019dc39a46eb8e67b28fe78afe53ec9ac9784187898200e49394315fe8161125,,,ACTIVE,NONE,27,691a98dba8b3e8e5f9ef06be482b42177f77b4b8051583513ddead9e974c237f
01a23377f3cfe9a05eabd716a00a556851baa8de0bb5ce2e241691f416bb8f0b,,,ACTIVE,NONE,39,02747398cd39a19ca8288b455026f74e6195874a1f8cbecdfe66f9f776f635ef
01a36feaf90cc64116fb414f0af7439c663f2948eef84c2ff4c261627f365779,1.0,1.0,ACTIVE,Regularly,38,3a1733896ad58e63ef1aa69095f42f8cc220f60c38afba689b309431181e6d8c
01ad729660e335b6ca6f99a4c490afaf552006a50f848f77a6cdfe1173ec52e8,,,ACTIVE,NONE,29,db9fe6e8a7474def4fd36a6f0b0db21a99850467423ec243792240327aaa1078
01b2ea4635479ad47c3a5eea6659e28f4f5ea16bbb6180bda7a7a3b18cade7bd,,,ACTIVE,NONE,21,9fa805cf20b56ee3d6e7f764cf5a0e19d8a4c201ffa12ddfe8a6b1f641975321
01b6d22f7ae563d0ff141673c65b52c8c409d393a0c83d2475a4463f068c9b9e,,,ACTIVE,NONE,37,1dc03d69107db21f0802362ec7b9f7924ef3eddd42a38d374c7248b6b196965e
01b733e6ef983e4a9b23b9201308385de5b5593e347d2448dfc5006904071c33,,,ACTIVE,NONE,24,47a830dadfce9d28acccdead23634f153a6afb6ccde43ea9c02d4c79794253d5
01b83d4788e0adf43b85793811ef81827478239ddd098bcea9019a2c4134e704,,,ACTIVE,NONE,24,d37ddb46dfe84e2fc5839ea37d1d4fb8b6692491745a9c0b80a74bab0c43040c
01b9f696bba2845f5e4a5c1a7e2bbb4aa0bf113579bf8278135973d92a3a0782,1.0,1.0,ACTIVE,Regularly,23,60a2180e2afd832f58191003132d40e62e255ba6183992e5555588b4758ff249
01c16a36e98c844510055542cb3c48c1e9b870d492791536808ea2663307b155,,,ACTIVE,NONE,28,0eb6d064b617fa680ad5e4bc443d6a0ee63561009a72893cb0057a77a4412baf
01c837b99c0613086b1f8ae1aa1d1ccf68a559876a6ffe7039dc16c2212ea744,,,ACTIVE,NONE,64,f15cce3267e080233d0cd2fed54b52e5c48bc658494116239d59a86b699d80d7
01cf375b3d11fefb1f31d85d293cf28ca5c8f0bf06a48ac2ab60159244a7d5de,1.0,1.0,ACTIVE,Regularly,31,3cafb5580b402d0e9ec04d66dd34752290a3545de613b8384552fc3783efff34
01d78b044a140594f06f6c2a50c14e673981ae2793d8a2c21c72d91ca80f4a6c,,,ACTIVE,NONE,25,848a0e7cd35670614cde1baa380ef9da3693e6b40598e8fc8391e2e923d33444
01d7f32500d8afea0635d3249e53f46399c22714307386b75ee00a567e26a670,1.0,1.0,ACTIVE,Regularly,30,dd2554e2c19473562c6225d608f097905962e79746a3ec6a2a15d66c3bbcad0a
01da74dd05c5b17670455758a7638c6f782900ea580b5b37d6ce80476d51728d,1.0,1.0,ACTIVE,Regularly,21,e6f4651e401048732003dd391c205beeea53ae38d1baa376033771db3202cd88
01f01c0168ddd4d644727151a49034fcce9be766e02785ac7d952ddd88911323,1.0,1.0,ACTIVE,Regularly,25,18f6c157957a1356e1033daa1eec39b86fd2878be592c36a0c81ce1a1305ce1f
01f60159759f32206cd1fc07e3e84c64f2a6dd0f020d1a08a88e503ad506c55b,,,ACTIVE,NONE,22,72bdd673bd529464f70ff5872f4713b5edde66b4c48303741affa98815c43d42
01f7045e68e68f542acc502c85585fbcf7d3b6e4f162236d8cafe6877e6cf469,,,ACTIVE,NONE,53,1dadadcdf65dd1b7ad882942614473a7bd0f0a6f16e5c9bb897b822ffc3ac9e0
021bffbf9450149e229839bed490e7148d04b67a2b72a4161377161c1fb1aae6,,,ACTIVE,NONE,18,538b663ab4eb243d38ac5d110db92dd9ba04c776d3982a1b80c9dea51023c242
021fd7d60253de1ba39a7176f359b3b8942fca054a12da5cdcea95caa2d2390d,,,ACTIVE,NONE,31,f01660bc18644f7b0db35a6715b36b8ac7f7a51ccde19f47b194c6bbfdf89b54
0224353b4dd741cd2cdc7ae6c119c0ff0b2d258a7937d72407adb8ee054fb665,,,ACTIVE,NONE,20,21964e0fd6078e34534c90411bc897705f3e0440064547589b1df5051c2c7b15
0232e157fb4b62ee4aa1867764a89923b8c1211b95e494309c2d09197c0631d6,,,ACTIVE,NONE,25,8361492799be4b8991ca4950e6d06471f27b933a0a183a5a617ec5cfc895b90e
0232e2a83974a0ed2c74f422dceeafd7dd9ae9431c0dde86afe21f087538307e,1.0,1.0,ACTIVE,Regularly,70,bfcba30f380b08d12648b9d11321b0036dcd8c94e0205b55e4c6bf65e969359a
02405dedfbb544d2a1e76825be842996369bffbffda3873741df98825f931b40,1.0,1.0,ACTIVE,Regularly,54,1d7e489108034bb6315be94c0f920545262b87af61577486ac79435f19d022bf
02426b27a61680e3455a838e50d88a6573a74802f661b81b67755963f73be54b,1.0,1.0,ACTIVE,Regularly,21,0d1daf66190ff2115f662962344425fc5d3784173348fc200d8ee2adbb971386
0257517389dc3d06af771bc98c77c32f0b005a44fc4acef097678c21f613da01,,,ACTIVE,NONE,48,1df5dcb4100d7467d9dd41a7b9a42b43b0caa166553ec75615588179faccb0eb
025e25d34629436021db6a7c2bf00eab05cd306b13af693a1fdedb8b80b0173f,,,ACTIVE,NONE,27,00ddea28c629b2e68773b82ebcdff208ddad2bd1c340e0f34f81f42f0b4a70b5
0262c4175bd5fa8811ab983f64d92c2d45d4c593ec9e5f9103cee9965e939596,,,ACTIVE,NONE,54,11644d3017f68ee4c136b2d35459f2fe39b9a9781c7211263d19b90a4627478e
0275ee69a72c381b844a9b7aa57e6f4df83cc42e157295338b4168e7ee2fc8ea,,,ACTIVE,NONE,20,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
027e97937717cf06a88f27ba31408f836a9a9345dee2c864fe0449fc3e5f4b29,,,ACTIVE,NONE,49,a0228d0b331efa9398c0bd46f2d121d1a59c97b89a6091765c0da40420e90674
028392e55850a43b1862ba06509fba9032792f97e356c5a03cacb9981e266996,1.0,1.0,ACTIVE,Regularly,22,654731cc3989015866cef15ed3cacef130254ed1fc1a07c7680ff0600f4d9965
02879edf8603c0513595adb17c06a785d7fdb2dfc7e51d24166e7a1c265f162d,,,ACTIVE,NONE,42,eaaa3b80c0aa99c28a5f70ff94d2bfeac1b7097fa6a2422617b9bcc6343de44e
028b7dbd8accfd9e3a42cfbc1146c1935191368767187d8d3d1fcd6e63b08a4f,,,ACTIVE,NONE,57,9bb36181e3f31704a0181b8ae8b808d80888bd3731fe7e0648d35646c9707c4c
028d246576b52180dd1b031b98a02acc9f9112a1c995dd0f2edc9dd40e435e95,1.0,1.0,ACTIVE,Regularly,20,9623a6fde665528cf9d071c88c6418e645d1d67ddebd1d5384bb01e33a738c92
028dc3776bcd9036cb8cec9c08b12adb7454563f93345a918779c03576c70b76,,,ACTIVE,NONE,20,17b189f64a352972460e074cecb6b96c4de190d24901b2e525a94a34ff8a6992
028e6ccaacb52b6d2b3eca08553a19dc280e2e6fb5affe08f2431758df22c803,1.0,1.0,ACTIVE,Regularly,48,ddde5f971d92d585b98a5ba0c947e7fc41cfb92048403042f945ef27e3ee00db
029247e33383fb4922807250b5076cbfff399d846ce169008017d7dbfc3d8f52,1.0,1.0,ACTIVE,Regularly,74,a5e9c1240dbdabc8b66fe3f508d06df9b2efa3e3736ee8322a3219273cb97808
029ee2e06e0a1c2df9684718e0e7b7ae5b1be88b7524c2c967457bd14443df14,,,ACTIVE,NONE,26,137374f12eee19f19c68a2f6d30b545c7738eeba2b37bcc5e6d5aeb09c1e92aa
02a1d44a25558255579a3e364fcd88c96a7aaab0abd973351b43110583519841,,,ACTIVE,NONE,44,5c13ad2cea07dbc1f1e6e8d1d089cc349c5a8d11725bb7df2378e64ca2ce91c5
02b5aa98ca62d419ef47610eed45522eaa26a5fb5d36558dbf21eb9e571b99c8,,,ACTIVE,NONE,52,7aa5c1d76d02827b762b06afba2260a83b11b967d4e8cfb928c03a0f119cdbe9
02c4853f9d2cad7fdbdc4bcdbce616d7cde445f73140e74787b92e1240070a90,1.0,1.0,ACTIVE,Regularly,57,480ba22952afd28a232c38dcdbe74a6d0d2fe05ee6f3cbec4a080c23d6ce2759
02c8ed1a4efb7ab5c27768380437ceac4b077751b0792f98914af6615cf1b4ab,,,PRE-CREATE,NONE,18,130f123dea50f4912c22302239811b713a33eafcfd5bc7f65cc0dd6853aad838
02e1600563422a1c1dee5e3bd5b4860cc5fdb2546bb56e3599cff11dc61386f4,1.0,1.0,ACTIVE,Regularly,19,09abd2e8a95418b57dafb1f45bab6518b7818797c128398f94102f3e9a153c90
02e3af318b103d91c7224d87d3ec7dfd2d625eb51c16d43ed9407fb2c3b98eac,1.0,1.0,ACTIVE,Regularly,49,c4d47beb833e5873b2e5e2b96b3f261f850a602397485a707b732de10bef47ec
02e56adc1606212412f1e68b62a7f5ce014ab6453beac9df4a8ed6558b67966a,,,ACTIVE,NONE,19,594b1c1453a29c7a2313330673e8440deff2be122560f744ab4c89439b4fb277
02f163b62befaf17f79f1c794f17ba14214a9d125eaa9225ff04135dfde54b5c,,,ACTIVE,NONE,38,5c67aec2795083d6da10e7ad6e13df46850c80468e85509d78d2b998dab9b9ba
02fb6fa5729b828f1589d74b5b6c2e487170479733158ed8337f0f3637a1006b,,,ACTIVE,NONE,28,e9cfd2e2f036a84d7220a465d21999c541be002c980e2c3e4646ce4d9515f5be
02fe51d2ab2e9a63e61f7c88aa3d8cd24598527977944a430a451179f86addc4,,,PRE-CREATE,NONE,23,67bd83b296c0704537c9feefb80a87cd88bb8dc9758e3584698f96094578bb75
02fe78a5c821bcf439d16e81f9e3472640b079fe6a9b14f07100615d5233143f,1.0,1.0,ACTIVE,Regularly,22,1c8dcf06343c34d6616c5f4f109534fe91b2f1ba0bb3855111a57171eb7ffb6a
02fe805ebeaeaf1290b6764f152cbbea3e94ad8ba86d4c1a4800f42f471d644c,1.0,1.0,ACTIVE,Regularly,23,e7abe79269d4ec3c082bcd15aefc5629c568409bbecbf9ce494a1e394e06000b
02ffc80e07a8d83a830297ad99d718213b70fbe21840b932fcc0df9dd0601473,1.0,1.0,ACTIVE,Regularly,20,b72bca0b70a9e4f5312a8f4cae822d7d60ba70b7aaacde2912ce272bf8c722e8
0311cfd2f52eb8b6a4174bf324a53e2f369f85ad5d5485609c016b4faeae7f26,,,ACTIVE,NONE,30,1bbd19539fde5f9f2eca915fb25c24ad1c2b3d27d057c40b44c82e80ab2a31a2
0312018d9705c715b02f0310539c8d00d5fa7b01a102bfe54cf5052e4ef2d10f,,,ACTIVE,NONE,20,add212ec0b406b8deb1075b406c05f9d049b015e1a387b93dcf2f49e1fcc5242
03176a1445de4730c2ca5d514c3ce2182972ad42dfae65f4549778a2e918a7bd,,,ACTIVE,NONE,27,aea4748ffa34dcf58b0c87fa07e51c619b8c4b5d97de37fb5a0c53fea28c881b
0317b9fad5ef34cda999f7510abcaa64f5a682b6a6573517c3f6e4385905a370,1.0,1.0,ACTIVE,Regularly,34,49afc873a1377544b7ced767bd38ae5eef59eadd8d3f2831c7ef637e8b4eadd9
031e9347e318685ca32cbe456fc6b6634194663e8a33c362905c488be606ffcf,1.0,1.0,ACTIVE,Regularly,26,04b90d40b9d8f1999c4fa243aab8704605cc9ee6819e15d5db462afa54364a41
032bee91813b0a9a449eb4d93c92a4ef93682dfa43ada742afa0ebe0eff4244e,1.0,1.0,ACTIVE,Regularly,21,4c0bb137aab498aa345c565d9df46a12b2d5befea83694a1539be3844c27361d
0341919fa0a1f67728558f7863995e3567ffe3ada0867fe321f3fa80a4ac7e5b,,,ACTIVE,NONE,28,994642c99616cde190b6b37c7f6702707cff1db73af5a47d67af44b1e7c59eed
034ee476c261bf11780230ec9b2358475fea9f775018f89fa2961a0b3a0479fe,1.0,1.0,ACTIVE,Regularly,21,a10ce83368e3194004c28067bbc37f4392e7557914e01a7a31afa59cd9e266f1
03511048e5b8899331043f61acd901671fb64164fd7db913c3d161cb46a8a5bb,,,ACTIVE,NONE,43,f94ca0ee5521f0bdc889708cd68c6bb841d7d98e2f5bc40e833f93f0c3e7ef18
035117ca45dc1f149d48eecf6eaf8f77958d3f0c073875e4f9145a4179e84b15,1.0,1.0,ACTIVE,Regularly,23,32187a458b4fb9253e875cf126b532c2a598a6b3d1bb09fa985f2bef4b76711b
035a292c741d0c940f21828c637b0faa2f959699d12c465bef5ccc35bd0a5d62,,,ACTIVE,NONE,54,5c707e30fb60df58ab869905d63806f38ef8c4b86d42a21d978ed325b3a269f8
036522ff9742a62cf6dcd0f54f6b9778f137132208063f79d1f771f30d3abfde,1.0,1.0,ACTIVE,Regularly,23,07f9f1c800d1f354b858b464a83a8d7fe4aa3fd9a83db2259329196ed8b3a2da
0365820910018c4fd69dc40385bf93d8c8bf5c80eda36eafd4ba6a59f88cf948,1.0,1.0,ACTIVE,Regularly,60,521419e21069bb0f2667f17968edb85c80625c6c12c5e9f97756d22f10f356f8
0365fcfa2dcdb4d67c32a49a25128133eaf9cd746875da42c3c05219da718250,,,ACTIVE,NONE,48,f906a25b407eeb816f7df9d91594a38efbd0a78394502381287b481a3e5dfc53
03705ad5d95251d0fdc2c20ef2853d487fe2989ae9c421c486cd0fb6d1f8d6df,,,ACTIVE,NONE,23,d6f82ce7afb5a07ed348ad77a070c9463094cf31012b93ae32eb231bb66200e4
038a527be06d153c5b9732855b4556166f9113bfe324d753f55a45ef320e6120,1.0,1.0,ACTIVE,Regularly,22,38b8979e479dda1c703f06feb39f63165481b884e897d8f21876d3658eb607fd
